,Label
4167,1
9308,1
10264,1
10357,1
1207,1
461,0
7110,0
4451,0
4513,1
4142,1
1041,0
2397,0
2509,0
605,0
5535,1
4608,0
231,0
4896,1
1426,0
5341,1
3271,0
9213,1
7918,1
2772,0
2912,0
7479,1
4558,1
2898,0
7453,0
8764,1
1737,0
7295,0
2391,0
640,0
8690,1
1146,0
7558,0
899,0
8261,1
5582,0
4275,1
4469,1
7762,1
1416,1
9516,1
3894,0
3332,0
5073,0
3403,0
1964,0
3340,0
5674,1
1519,0
704,1
5189,1
10096,1
8550,1
2815,0
8948,1
7067,0
10314,1
3913,0
9215,1
838,1
5340,1
10347,1
8147,1
2659,0
1917,0
754,0
2638,0
33,0
7177,0
2692,0
583,0
3633,0
2834,0
699,0
3186,0
2930,0
1306,0
1460,0
8510,1
8936,1
2339,0
4391,1
8368,1
7766,1
5256,0
2716,0
6835,0
941,0
8438,1
9961,1
1595,1
6029,1
2685,0
823,1
5871,1
5948,1
5159,1
8806,1
7888,1
2213,0
9745,1
2770,0
1352,1
7298,0
9733,1
3017,0
553,0
4957,0
2652,0
9382,1
5502,0
1332,1
2361,0
2323,0
5533,1
1472,1
424,0
5965,1
3948,0
10597,1
6978,0
2123,0
9186,1
1548,1
9786,0
2676,0
633,0
9981,1
8241,1
201,1
7748,0
7347,0
4488,1
1822,0
2856,0
3126,0
5836,1
3168,0
9082,1
2175,0
7154,0
4499,1
7711,0
3842,0
8001,1
970,0
9200,1
1979,0
3747,0
3318,0
4871,1
6102,1
6741,0
2841,0
6024,1
6078,1
6084,1
7925,1
5274,1
8655,1
8930,1
8155,1
32,1
6731,1
2208,0
2761,0
3837,0
4009,1
5399,1
1869,0
2491,0
6806,0
1218,1
7011,0
3783,0
9757,1
4313,1
8971,1
8327,1
10549,1
496,0
539,0
5148,1
4159,1
5444,0
10285,1
10318,1
6388,1
6346,1
8337,1
7853,1
8289,1
3723,0
9026,1
150,1
1672,0
1431,0
3694,0
954,1
3469,0
9334,1
9504,1
3736,0
3548,0
5787,1
9441,1
5193,1
9861,1
9521,1
157,1
3036,0
3310,0
7615,0
7422,1
8573,1
6873,0
8734,1
9140,1
7248,0
7199,0
6840,0
8404,1
6538,1
10092,1
268,1
911,0
6332,1
3101,0
5302,1
864,0
9245,1
10559,1
3301,0
9363,1
8503,0
7176,0
3452,0
5517,0
8397,1
9978,1
8213,1
9954,1
9189,1
1252,1
6117,1
1894,0
6167,1
1683,0
8673,1
8107,1
4187,1
1183,0
8758,1
259,1
2641,0
8714,1
7599,0
5733,1
1157,1
5035,0
9718,1
6965,0
9673,1
8355,1
8002,1
9615,1
189,1
10492,1
4663,1
5605,0
6804,0
6530,1
7311,0
10539,1
2755,0
2076,0
1003,0
4248,1
8788,1
6618,1
1893,0
530,1
8228,1
6905,0
3834,0
7965,1
10367,1
10579,1
7302,0
8013,1
3133,0
2620,0
1110,1
161,0
8138,1
8044,1
7971,1
1437,0
6535,1
9330,1
6959,1
10191,1
765,0
10286,1
2075,0
2006,0
7319,0
3504,0
6389,1
6567,0
6836,0
659,0
7920,1
2094,0
7035,0
4464,0
5119,1
6730,1
5790,1
4715,1
3745,0
1950,0
2078,0
6847,0
5764,1
2187,0
1076,1
8750,0
2656,0
1688,0
4242,1
9076,1
8505,1
9598,1
1919,0
3613,0
10338,1
7114,0
768,1
1278,1
10283,1
8308,1
8990,1
5591,1
3615,0
4968,0
8598,1
2007,0
7505,0
7324,0
2370,0
5610,0
6934,0
2021,0
4331,1
7044,0
5379,1
8849,1
4137,1
10232,1
8422,1
7329,0
2849,0
7442,1
7471,0
5588,1
445,0
4782,0
10482,1
10303,1
4149,1
2321,0
2880,0
3185,0
10002,1
8047,1
8367,1
2552,0
869,0
1567,1
1313,0
4641,1
1997,0
918,1
6474,1
10304,1
3141,0
10259,1
1790,0
88,0
412,0
1039,0
5069,0
848,1
5716,1
5931,0
1858,0
9690,1
4899,1
577,0
8109,1
2199,0
10060,1
347,0
9997,1
5,1
587,0
2577,0
8083,1
5633,0
7016,0
1451,0
9746,1
7671,0
7143,0
4135,1
679,1
10415,1
9492,1
3239,0
4333,1
6719,0
10088,1
10072,1
280,0
2512,0
10351,1
4026,1
2039,0
6448,1
5310,1
9487,1
9072,1
9927,1
4267,1
333,0
8726,1
15,1
8730,1
2536,0
10467,1
5070,0
5902,1
4572,0
5512,0
18,1
7448,0
7593,0
6799,0
4594,1
5469,0
9284,1
9366,1
10244,1
9987,1
14,0
9417,1
5976,1
2679,0
1082,1
3107,0
8268,1
3474,0
4318,1
8664,1
8702,1
9715,1
4759,0
5757,1
8619,1
4509,0
7935,1
1172,1
3618,0
5441,1
3818,0
7820,1
9761,1
5097,0
10028,1
10544,1
2276,0
2289,0
369,0
1468,0
5658,1
7408,0
6040,0
6246,1
9666,1
1722,0
3626,0
5657,1
9735,1
1643,0
7950,1
7938,1
1205,1
7326,0
9173,1
3813,0
7139,0
951,1
595,0
8493,1
7354,0
2748,0
8221,1
1442,1
1989,0
4410,1
8925,1
4568,0
1549,1
5794,1
9514,1
9019,1
8005,1
8234,1
5155,0
4229,1
9194,1
6429,1
7541,0
7735,1
4409,1
2658,0
8203,1
4714,1
3568,0
4070,1
8479,1
7936,1
2023,0
5719,1
2829,0
9869,1
3062,0
9739,1
10242,1
1225,1
6223,1
8403,1
6096,0
4943,1
7101,1
6636,0
3047,0
10298,1
7005,0
2269,0
6664,0
9820,1
4814,1
4864,0
5487,0
10200,1
6063,1
9646,1
7910,1
3295,0
1424,0
5206,1
1846,0
7931,1
1478,1
7296,0
8568,1
10109,1
1293,0
5651,1
10074,1
676,1
6682,0
649,0
3368,0
1853,0
3927,0
3359,0
8916,1
4729,1
6628,1
8104,1
4301,1
3367,0
1733,0
7091,0
2878,0
8413,1
2082,0
4103,1
9602,1
7300,0
9149,1
6345,1
2243,0
3337,0
6209,1
2668,0
5973,1
4018,1
4262,1
4913,1
9281,1
10601,1
3191,0
301,1
10003,1
6463,0
8732,1
6742,0
1852,0
7929,1
9966,1
5007,1
490,0
1866,0
8316,1
6549,1
7023,0
5211,0
7776,0
1376,1
2147,0
837,1
8361,1
258,1
516,0
8386,1
550,1
8158,1
5831,1
1254,1
65,1
9214,1
9631,1
6604,1
8680,1
6130,1
8157,1
5454,0
8254,1
1486,1
4369,1
2424,0
1679,0
9654,1
7923,1
6299,1
9077,1
8729,1
1062,1
10529,1
5349,1
2568,0
9364,1
1049,1
8274,1
6703,0
6419,0
524,0
1662,1
4438,1
10154,1
818,0
1663,1
4396,1
9662,1
8670,1
6006,0
10097,1
8818,1
6832,0
1362,1
4692,1
8743,1
7912,1
10035,1
1899,0
8,1
3683,0
3835,0
214,1
6398,1
2335,0
1206,1
8484,1
1279,0
5458,1
10493,1
1035,0
570,1
9604,1
575,0
5377,1
3799,0
8755,0
4061,1
6423,0
7501,0
497,0
5847,1
5222,1
6411,1
1463,1
8513,1
1383,1
5449,0
7894,1
422,0
9344,1
6739,0
5184,1
949,1
1321,1
4665,1
1269,1
4848,0
8499,1
573,0
6768,0
2822,0
6713,0
8086,1
2114,0
3576,0
9451,1
6164,1
10500,1
998,0
9621,1
7529,0
2712,0
7053,0
1830,0
1758,0
8905,1
7214,0
6201,1
3175,0
1490,1
9563,1
7810,1
3427,0
10521,1
4542,1
2785,0
5126,1
5425,1
7385,0
8233,1
5265,1
6842,0
3165,0
7670,0
5947,1
3943,0
7220,0
9337,1
2441,0
2201,0
4517,1
2677,0
3066,0
4602,0
5913,1
488,0
5730,1
973,0
7868,1
8807,1
9163,1
504,0
10354,1
2451,0
1742,0
5694,1
2937,0
7175,0
4044,1
1441,1
1213,1
866,0
8485,1
8091,1
7287,0
5161,0
8211,1
4931,1
2974,0
2238,0
9054,1
5117,0
2124,0
3717,0
1545,1
3662,0
2689,0
7859,1
9893,1
4534,1
7478,0
3951,0
3588,0
7760,1
4213,1
6559,1
338,0
1026,1
9610,1
4894,1
9287,1
2178,0
5217,1
5986,1
8912,1
5701,1
3801,0
5158,1
2287,0
9296,1
10610,1
9937,1
1709,0
7273,0
8924,1
6563,0
3222,0
5803,1
755,1
9050,1
3214,0
7379,1
2567,0
4200,1
7559,0
2764,0
7902,1
5611,0
141,1
3876,0
8414,1
8864,1
2671,0
1121,1
5426,0
4668,0
6011,1
6816,0
8542,1
7093,0
1779,0
10091,1
7530,0
8797,1
2956,0
9435,1
36,1
8682,1
5132,1
7897,1
10292,1
5294,1
3864,0
8888,1
5583,0
343,1
3867,0
1543,1
8891,1
10546,1
4516,1
9510,1
8777,1
5980,1
5048,1
491,0
6885,0
6259,1
1493,1
2557,0
7402,0
6792,0
3437,0
234,0
9207,1
4097,1
8581,1
6269,1
8817,1
6038,1
9266,1
6858,0
7903,1
2582,0
902,0
3730,0
9801,1
4751,0
3729,0
2989,0
2254,0
8641,1
4583,0
2740,0
3410,0
2414,0
4802,1
9774,0
1888,0
4817,1
2870,0
1741,0
5386,0
3024,0
1667,1
9710,0
1937,0
9657,1
9663,1
7409,0
4030,1
5892,0
464,0
1564,1
890,0
9726,1
6296,1
9250,1
2617,0
8823,1
5326,0
3915,0
4321,1
1949,0
563,1
2340,0
803,1
9659,1
7807,1
6420,0
309,0
4381,0
9551,1
540,1
2538,0
6579,1
9586,1
2944,0
4171,1
3290,0
7330,0
7137,0
6511,1
44,1
8637,1
5116,0
3129,0
2160,0
1034,0
1878,0
215,0
3139,0
8907,1
1268,1
9784,0
1726,0
8042,1
987,0
7336,1
484,0
6184,1
7763,1
3939,0
4990,0
1253,1
6319,1
7172,0
10193,1
9114,1
1236,1
747,0
4031,1
4196,1
1393,0
3850,0
4981,0
709,0
71,1
6964,0
8557,1
10087,1
9293,1
9405,1
801,1
9169,1
3115,0
3873,0
3684,0
8432,1
6522,1
3931,0
1499,0
8378,1
9721,1
2074,0
2065,0
7361,0
3847,0
4853,0
7120,0
8022,1
5596,0
7870,1
6188,1
4661,1
617,1
86,1
5489,0
9552,1
5667,1
7619,1
3296,0
8179,1
10490,1
5598,0
2940,0
10352,1
9622,1
4386,1
8027,1
735,1
6001,1
7584,0
184,1
4115,1
1897,0
4400,1
4501,1
5496,0
9623,1
6005,1
5143,0
4963,1
8204,1
2835,0
4292,1
2853,0
4421,1
5934,0
2851,0
181,1
2500,0
7412,0
1167,1
5113,0
4733,1
372,0
8663,1
238,1
6890,0
5581,0
639,0
9401,1
5556,0
3435,0
7650,0
5503,0
1341,1
5030,0
3950,0
5370,0
989,1
10108,1
6359,1
1874,0
1836,0
1325,0
7781,0
1640,0
146,1
3491,0
9070,1
9817,1
4209,1
2120,0
6185,1
6418,0
4040,1
7690,0
9374,1
5627,0
4909,1
1707,0
2146,0
8627,1
9934,1
4351,1
4824,1
6766,0
3726,0
6288,1
3183,0
4531,0
8538,1
112,1
9500,1
4305,1
5740,1
7446,0
6151,1
4247,1
1342,1
6851,0
1465,0
680,0
7648,0
9928,1
7028,1
8518,1
4433,1
4316,1
6704,0
7293,0
8017,1
8495,1
3501,0
5796,1
6229,1
7071,0
2207,0
1404,0
6513,1
2376,0
3672,0
1586,0
4358,1
10065,1
9935,1
1067,1
7476,0
10146,1
9538,1
1288,1
1025,0
3489,0
1845,0
2038,0
7390,0
9225,1
4760,0
3408,0
8994,1
1994,0
1561,1
1703,1
1929,0
5558,0
1991,0
9259,1
758,1
6099,1
3637,0
1814,0
500,0
4395,1
5595,0
9819,1
7083,0
5283,1
1449,1
7111,0
8985,1
10538,1
143,1
6808,1
8965,1
3011,0
5055,0
425,0
4961,0
304,1
8105,1
8462,1
9369,1
2172,0
2162,0
7264,0
3532,0
3431,0
8140,1
6833,0
2463,0
6957,0
7891,1
10090,1
4560,0
3238,0
1199,1
5328,1
3681,0
8696,1
1880,0
7346,0
6516,1
4722,1
5557,0
7256,0
7565,0
10460,1
54,1
6190,1
1826,0
31,1
4456,0
892,0
4588,0
6810,0
9093,1
5923,1
980,0
9862,1
1505,1
10323,1
3422,0
3355,0
9491,1
611,0
9537,1
9637,1
2694,0
4638,0
4352,1
6142,1
1135,0
7706,1
1481,1
10366,1
10270,1
10617,1
3492,0
9037,1
8445,1
1699,0
152,1
6660,0
8757,1
493,0
6305,1
5289,1
9989,1
5170,1
10015,1
1328,0
8606,1
1300,1
8833,1
1286,0
7822,1
1420,1
7151,0
9087,1
9031,1
4589,1
233,1
8570,1
6953,0
9498,1
9813,1
8759,1
1539,1
3595,0
8156,1
7241,0
2776,0
9367,1
8460,1
2418,0
4601,0
541,0
8536,1
6955,0
4753,0
3831,0
4921,1
1765,0
8129,1
8359,1
2892,0
107,1
8317,1
9428,1
3245,0
4992,0
7684,0
4404,1
1475,1
7181,0
10575,1
8231,1
4849,0
896,0
5303,0
9046,1
2034,0
8738,1
3396,0
7654,1
5898,1
2028,0
588,0
6428,1
832,0
4734,1
5523,0
1384,1
3753,0
7508,0
5749,1
5043,1
582,0
3079,0
7228,0
9860,1
1496,1
10281,1
4431,0
4500,1
7399,0
2402,0
6087,1
8883,1
9769,0
5455,1
8193,1
7277,0
4700,0
2891,0
2087,0
2663,0
849,1
2543,0
5291,1
395,1
5272,1
3074,0
5818,1
1591,0
4274,1
5403,0
9120,1
2918,0
792,0
9234,1
7331,0
7773,0
7687,0
4124,1
4057,1
2286,0
2501,0
3922,0
1589,0
3054,0
807,0
7704,0
5415,0
3751,0
5584,0
2025,0
5564,0
5428,1
2192,0
8294,1
5613,0
10037,1
2820,0
986,1
7307,0
7074,0
710,0
3606,0
4286,1
56,1
503,0
1789,0
3316,0
7769,1
1983,0
165,0
10046,1
8480,1
1060,1
9260,1
9015,1
9652,1
1554,1
9111,1
4486,0
4222,1
9994,1
7492,0
3506,0
8693,1
881,1
1628,0
1237,1
9270,1
3485,0
3561,0
1786,0
4091,1
3456,0
513,0
1350,1
1695,0
8439,1
1051,0
4193,1
4492,0
4775,1
6749,0
7246,0
8679,1
1432,0
5334,1
10316,1
106,1
10502,1
9553,1
10113,1
7195,0
10437,1
5460,0
94,1
5208,0
6222,1
1987,0
10243,1
6023,1
6930,0
6159,1
6544,1
7601,0
8665,1
7569,0
3349,0
1535,1
10553,1
1176,1
5171,1
509,0
5424,0
470,0
5008,1
4043,1
9434,1
7435,1
4958,0
4465,0
9362,1
4878,0
6440,1
8922,1
669,1
4571,0
9079,1
7464,0
6635,0
2782,0
8102,1
6327,1
6896,1
660,0
8487,1
9564,1
6746,0
8139,1
3542,0
4156,1
6141,1
6986,0
10423,1
8572,1
6794,0
8117,1
4073,1
7562,0
2122,0
9119,1
2640,0
6075,1
10589,1
8170,1
3657,0
3223,0
6760,0
2648,0
3087,0
6330,1
8407,1
3853,0
1251,1
9403,1
8421,1
10033,1
5013,1
2185,0
2655,0
2150,0
4271,1
8215,1
8331,1
5408,1
7749,0
5685,1
2266,0
8996,0
5344,1
10355,1
7477,0
8067,1
1097,1
10552,1
4928,1
3974,0
4596,0
9534,1
1787,0
5323,1
7208,0
5047,1
3297,0
4109,1
1754,0
5640,0
5172,1
10013,1
8791,1
3624,0
2700,0
689,0
6158,1
9778,1
1177,1
10403,1
7252,1
2240,0
186,0
4257,1
1616,1
6480,1
2059,0
4310,1
877,1
4786,0
8815,1
4077,1
4020,1
4002,1
883,0
2833,0
8977,1
6702,0
924,1
9812,1
4677,1
3314,0
6412,1
9831,1
2848,0
948,1
7119,0
4145,1
1500,0
7919,1
4255,1
7865,1
2352,0
1194,0
3006,0
776,0
6990,0
2530,0
5179,1
4830,0
8145,1
300,1
9951,1
4208,1
9411,1
7884,1
1633,0
9796,1
6617,1
9066,1
3911,0
1970,0
9502,1
1153,1
2249,0
6945,0
1334,1
9783,0
1369,1
860,0
350,0
3571,0
3377,0
9648,1
7789,0
10525,1
1246,1
7675,0
5881,1
10434,1
1390,0
1423,1
8852,1
8400,0
717,0
7440,1
6773,0
5204,0
10057,1
3776,0
9322,1
5529,0
2499,0
3719,0
2407,0
3358,0
9252,1
2565,0
9483,1
7081,0
7712,0
1781,1
4068,1
8601,1
5050,1
5593,1
2437,0
9995,1
1138,0
5051,1
6581,1
221,1
5501,0
3248,0
8544,1
2621,0
10274,1
1960,0
2513,0
174,1
8064,1
4826,1
517,0
2701,0
2215,0
1028,0
4820,1
4428,0
364,1
5064,0
1637,0
2058,0
9458,1
8603,1
9895,1
6643,0
7946,1
7366,0
7157,0
1687,0
329,0
10421,1
3302,0
7297,0
72,1
2373,0
5555,0
1314,0
8277,1
6602,1
2987,0
9468,1
9674,1
9730,1
8454,1
8014,0
2064,0
7692,0
5823,0
8577,1
8507,0
3039,0
9698,1
7831,1
352,0
1403,0
5009,1
6891,0
1422,1
2874,0
5481,0
1634,0
8383,1
977,0
6771,0
4300,1
8342,1
3649,0
2609,0
4459,0
1804,0
8972,1
1518,0
1456,0
6470,1
3382,0
7224,0
2143,0
3902,0
6270,1
1702,0
1927,0
7395,1
4309,1
9275,1
7873,1
9943,1
3041,0
5127,1
7434,1
6315,1
3678,0
8848,1
4447,0
4597,0
4344,1
10054,1
6510,1
905,0
4426,0
9121,1
10379,1
6174,0
7905,1
8723,1
3566,0
3555,0
4536,0
10234,1
349,0
6140,0
3998,1
2682,0
5332,1
2861,0
414,0
10110,1
885,1
2796,0
10621,1
7963,1
936,1
9310,1
5156,0
7881,1
6009,1
6968,0
6573,1
3651,0
4680,1
26,0
3067,0
3399,0
6715,0
9231,1
9680,1
9790,1
5977,1
1872,0
3795,0
1675,0
3049,0
1247,1
3381,0
5848,1
8785,1
3630,0
5248,1
7991,0
2088,0
434,0
8969,1
2564,0
7160,0
5238,1
9676,1
6395,1
7323,0
1551,1
6981,0
7103,0
5322,1
566,1
4244,1
109,1
6796,0
4168,1
5702,1
2035,0
1127,1
6526,1
10613,1
2063,0
1839,0
5994,1
9605,1
871,0
3641,0
4956,0
6553,1
8661,1
6286,1
8533,1
10077,1
3679,0
3231,0
2332,0
3160,0
1568,1
1678,0
651,0
3353,0
154,1
6256,1
3,1
6536,1
4466,1
3718,0
9,0
791,1
5554,0
6756,1
3832,0
8564,1
5010,1
9223,1
3264,0
797,1
1184,0
5094,0
1734,0
68,0
3545,0
9228,1
8152,1
3120,0
787,1
7470,0
2824,0
9916,1
5160,1
7852,1
10457,1
10356,1
8200,1
5614,0
10010,1
4690,1
8037,1
191,1
1793,0
1389,1
3665,0
1347,1
5288,1
9872,1
1521,0
9218,1
1198,0
3658,0
9570,0
10453,1
1993,0
3640,0
5668,1
4036,1
6482,1
8613,1
118,1
4726,1
8081,1
339,0
3266,0
5762,1
6935,0
7537,0
1920,0
5497,0
2186,0
5259,0
4563,0
2460,0
2723,0
5420,1
1783,0
6737,0
7178,0
7694,0
222,1
5052,1
2001,0
385,1
4685,1
2984,0
3589,0
6233,1
6944,0
6827,0
1336,1
6648,0
2455,0
4535,1
5723,1
358,1
4800,1
3155,0
2348,0
2875,0
5780,1
8380,1
2454,0
6671,0
7332,0
2329,0
3535,0
8563,1
10227,1
9295,1
8516,0
6368,1
2018,0
1602,1
3957,0
247,1
9380,1
4415,1
8699,1
1859,0
6148,1
6674,0
156,1
6034,1
9867,1
1414,1
569,1
4577,0
7734,0
8465,1
7161,0
9083,1
6914,1
8190,1
10411,1
8623,1
1089,1
9555,1
10291,1
2165,0
6619,1
4295,1
7578,0
4110,1
7335,0
10326,1
9376,1
6347,1
2253,0
4906,1
10007,1
2457,0
6872,0
9763,1
5264,1
1811,0
6541,1
7459,0
9837,1
7490,0
5463,1
711,0
6214,1
476,0
5839,0
1912,0
394,1
7145,0
8419,1
6050,1
7363,0
4689,0
686,0
3985,0
3259,0
5908,1
9388,1
6603,1
1201,1
8672,1
2417,0
4162,1
9361,1
7462,0
2680,0
3273,1
10029,1
4448,1
2730,0
6966,0
2112,0
8705,1
1222,1
6436,1
1933,0
10551,1
4710,0
4540,1
8838,1
8872,1
110,1
5600,0
1141,0
1338,1
2113,0
2130,0
3814,0
7893,1
3820,0
2378,0
5435,0
2688,0
5313,1
6594,1
3660,0
3648,0
7149,0
9103,1
3202,0
6236,0
9873,1
5342,0
9962,0
1720,0
3421,0
8122,1
2733,0
7592,0
5971,1
812,0
9546,1
5942,1
2957,0
8452,1
4152,1
6523,1
3863,0
3897,0
4214,1
127,1
5644,1
745,0
8038,1
7667,0
2060,0
3843,0
888,1
4836,1
10512,1
8695,1
8902,1
5792,1
332,0
3526,0
3475,0
138,1
1249,1
7123,0
808,0
8959,1
8521,1
8239,1
6736,0
1879,0
8381,1
8456,1
8488,1
552,1
10021,1
4489,0
2156,0
3450,0
1023,1
4883,0
1355,1
5282,1
2693,0
5850,1
7534,0
1990,0
5930,0
7847,1
4732,0
2739,0
415,0
7167,0
10420,1
8657,1
5537,0
3531,0
5042,0
4202,1
10066,1
3806,0
3575,0
1018,1
5427,0
3357,0
10267,1
7090,0
383,1
3312,0
1861,0
5482,0
7201,0
2483,0
9345,1
5854,1
1285,1
4987,1
5967,1
410,0
2472,0
8224,1
2832,0
1621,0
4723,1
362,1
5622,0
5315,0
7498,0
5895,0
4232,1
8184,1
10426,1
7875,1
8543,1
47,1
827,1
2413,0
2610,0
1375,1
5153,0
2961,0
10464,1
7215,0
7066,0
3773,0
4189,1
5791,1
4084,1
6862,0
7957,1
6408,0
4010,1
8472,1
650,0
5873,1
6547,1
9071,1
5800,1
9085,1
6248,1
2325,0
3073,0
4095,1
7582,0
6814,0
3482,0
4164,1
9410,1
4176,1
2436,0
6763,0
8893,1
6855,0
2901,0
510,0
10328,1
2128,0
9251,1
7342,1
6314,1
10081,1
3614,0
3955,0
8309,1
6435,1
5761,1
3405,0
4435,0
5103,1
4829,0
1855,0
316,1
2284,0
4104,1
6049,1
2422,0
5536,1
207,0
6046,1
10192,0
8589,1
1611,1
4752,0
8975,1
4682,0
2388,0
5411,0
5252,1
4635,0
9106,1
3586,0
3341,0
1377,1
7643,0
596,1
5065,0
9612,1
3420,0
9258,1
92,1
3527,0
2046,0
8209,1
5054,0
780,1
6601,1
7948,1
3763,0
10129,1
9645,1
8770,0
288,1
8559,1
1195,0
843,1
3027,0
8206,1
6630,0
7885,1
4356,1
4179,1
1159,1
7316,0
5036,0
6160,1
9309,1
1125,1
9901,1
10376,1
624,1
5724,1
946,1
7410,0
9507,1
9265,1
2996,0
9829,1
10238,1
6696,0
4564,0
2129,0
5421,1
5333,0
116,1
8549,1
1144,0
8677,1
8524,1
1728,0
5130,1
8075,1
6639,0
658,0
3055,0
1670,0
3988,0
7099,0
5382,1
10194,0
4348,1
5688,1
176,1
1363,1
3938,0
9320,1
1875,0
9579,1
2349,0
9009,1
8275,1
9319,1
458,0
528,1
6091,0
2515,0
3433,0
8483,1
6813,0
4598,0
4581,0
1769,0
10592,1
3163,0
1559,0
5546,0
9748,1
719,0
9749,1
10394,1
164,0
10231,1
3879,0
2090,0
8127,1
2792,0
5440,0
7993,1
3179,0
9016,1
4332,1
6221,1
9880,1
3512,0
4048,1
7842,1
9792,1
7268,0
2099,0
4691,0
7824,1
9336,1
4241,1
931,1
3438,0
1474,1
2647,0
10513,1
1129,1
969,0
1058,1
6238,1
6469,0
3167,1
4772,0
8207,1
1924,0
7577,0
10488,1
4989,0
1808,0
226,0
7731,0
2573,0
6104,1
83,1
5739,1
7024,0
8773,1
698,1
5809,1
1574,1
1686,0
8555,1
1565,1
4287,1
4964,1
9641,1
9509,1
4281,1
8869,1
9982,1
8353,1
5433,0
3509,0
9305,1
8229,1
9222,1
2449,0
5599,1
7956,1
4869,1
565,1
9941,1
5406,0
173,1
8846,1
2344,0
4842,0
8486,1
245,1
7788,0
7117,0
981,0
1322,1
6043,1
341,1
2606,0
7027,0
8834,1
9273,1
9846,1
6576,1
5802,1
4495,1
4315,1
2699,0
9008,1
1221,1
6406,1
4023,1
6610,1
10239,1
7580,0
4252,1
1131,1
9211,1
762,1
2687,0
9925,1
5952,1
2355,0
10510,1
10123,1
9124,1
4034,1
10388,1
9814,1
9644,1
9722,1
3924,0
6376,0
4891,0
8079,1
5086,0
9798,1
7417,0
749,0
10118,1
1072,1
884,0
9557,1
8182,1
2133,0
9791,1
3042,0
6790,0
8908,1
9013,1
7289,0
7620,1
5390,0
8708,1
10389,1
9714,0
4119,1
1890,0
208,0
1753,0
2462,0
6121,1
7495,0
7084,0
7018,0
7899,1
219,1
9972,1
3885,0
5606,0
9105,1
2312,0
4959,0
3145,0
1180,1
10450,1
7843,1
8660,1
4932,1
5108,1
8498,1
4033,1
991,0
3541,0
2430,0
4693,1
7194,0
10181,1
10593,1
4338,1
9430,1
1768,0
857,1
469,0
591,0
9290,1
7173,0
6192,1
6551,1
531,1
6642,0
1556,0
6249,1
5917,1
9049,1
1284,1
6705,0
7990,0
3092,0
9078,1
6627,0
7588,0
3975,0
9497,1
10159,0
2337,0
9799,1
7396,1
5017,1
3935,0
9503,1
2925,0
2317,0
620,0
3203,0
3030,0
5772,1
457,0
4146,1
3189,0
9407,1
1972,0
4619,0
760,1
5135,0
2049,0
1928,0
2751,0
3860,0
40,1
8471,1
653,1
9132,0
7959,1
771,1
10180,1
688,0
3610,0
115,1
7364,0
1271,1
217,0
4089,1
9930,1
10556,1
9347,1
6325,1
7538,0
3285,0
4211,1
10406,1
4505,0
2973,0
4656,1
10040,1
1525,1
8272,1
5093,0
2227,0
10089,1
4230,1
2986,0
4902,1
3007,0
7951,1
910,0
5059,0
7380,1
2545,0
974,0
7382,1
865,0
6998,0
5893,0
1106,1
8669,1
6409,1
6265,1
6391,1
7138,0
6747,0
1093,0
7226,1
6727,1
2863,0
6884,0
8168,1
5920,1
5360,1
7309,0
4712,1
9195,1
10202,1
547,1
6472,1
4105,1
10390,1
4778,1
6947,0
7883,1
5915,1
4557,1
6287,1
10208,1
5692,1
7969,1
2592,0
4094,1
6960,0
6481,0
886,1
6548,1
498,0
5737,1
7800,0
345,0
817,0
2977,0
4320,1
7516,0
3064,0
2306,0
3858,0
10073,1
8929,1
8957,1
5509,0
9274,0
5612,0
3865,0
6264,1
6928,0
10427,1
9036,1
7262,0
8349,1
3612,0
9001,1
10121,1
9285,1
5943,1
5071,1
2415,0
468,0
1466,0
9958,1
9800,1
4993,0
6518,1
489,0
7191,0
1160,1
3207,0
421,1
5979,1
255,1
9126,1
1276,1
4027,1
675,0
2673,0
7515,0
2181,0
2593,0
5446,0
3622,0
6509,1
5374,1
2326,0
297,1
5797,1
2503,0
4606,0
2324,0
1427,0
1368,1
8634,1
166,1
5941,1
1828,0
7006,0
9996,1
6122,1
2170,0
7699,0
437,0
3278,0
3190,0
5548,0
3976,0
1613,1
3888,0
6461,1
5826,1
971,0
1140,0
4186,1
6683,0
4905,1
3655,0
10526,1
5883,1
7026,1
2746,0
3170,0
213,1
7633,0
8804,1
3989,0
6994,0
1516,0
3798,0
7977,1
7269,0
228,0
6909,0
1508,0
10249,1
376,1
2115,0
396,1
4076,1
9991,1
7967,1
3005,0
2971,0
9627,1
6898,1
2877,0
7367,0
2622,0
8839,1
3540,0
3389,0
3237,0
9045,1
2561,0
2008,0
5175,1
2161,0
158,0
1092,0
9588,1
5255,1
3997,1
3449,0
9559,1
9886,0
43,1
10547,1
2017,0
1047,1
9311,1
6724,1
1281,1
3321,0
560,1
7953,1
3387,0
8332,1
2188,0
1998,0
1053,0
2654,0
7787,0
1410,1
2705,0
2842,0
3770,0
8434,1
6422,0
10279,1
4886,1
6219,1
763,0
10424,1
8676,1
6044,1
9946,1
4237,1
1042,0
714,0
8541,1
360,1
1905,0
9625,1
5982,1
2173,0
6492,0
7727,0
2285,0
723,0
4575,1
6841,0
1349,1
9511,1
3954,0
9656,1
330,0
4806,0
8165,1
4064,1
4779,1
9689,1
5327,1
6432,1
7227,0
9885,0
278,1
4182,1
6027,1
785,0
3946,0
8650,1
2438,0
559,0
1114,1
945,0
